System/Element;PNO-LCCSD(T)-F12b
s_rb_2_Rb;-24.066327979
;
s_rb_3;-1901.096950610
s_rb_3_H;-0.499946081761
s_rb_3_C;-37.788237135
s_rb_3_N;-54.527880687
s_rb_3_O;-75.002277348
s_rb_3_S;-397.672746381
s_rb_3_Rb;-24.066101830
;
s_rb_4;-471.766186920
s_rb_4_H;-0.499946081761
s_rb_4_C;-37.788318299
s_rb_4_N;-54.527975457
s_rb_4_O;-75.002405678
s_rb_4_Rb;-24.066354467
;
s_rb_5;-384.468913350
s_rb_5_H;-0.499946081761
s_rb_5_B;-24.601584193
s_rb_5_C;-37.788299785
s_rb_5_N;-54.527953839
s_rb_5_O;-75.002376406
s_rb_5_Rb;-24.066296840
;
s_rb_6;-410.749528060
s_rb_6_H;-0.499946081761
s_rb_6_B;-24.601571588
s_rb_6_C;-37.788280053
s_rb_6_N;-54.527930800
s_rb_6_O;-75.002345207
s_rb_6_Rb;-24.066235420
;
s_rb_7;-311.862024090
s_rb_7_C;-37.788308139
s_rb_7_O;-75.002389615
s_rb_7_Rb;-24.066322843
;
s_rb_8;-247.913089590
s_rb_8_F;-99.665216475
s_rb_8_Rb;-24.066442801
;
s_rb_9;-123.320470780
s_rb_9_O;-75.002488068
s_rb_9_Rb;-24.066516663
;
s_rb_10;-198.463303500
s_rb_10_O;-75.002435358
s_rb_10_Rb;-24.066412897
;
s_rb_11;-843.812729670
s_rb_11_S;-397.673112950
s_rb_11_Rb;-24.066564162
;
s_rb_12;-624.458369360
s_rb_12_H;-0.499946081761
s_rb_12_C;-37.788281131
s_rb_12_N;-54.527932059
s_rb_12_Rb;-24.066238776
;
s_rb_13;-704.920292040
s_rb_13_H;-0.499946081761
s_rb_13_C;-37.788306264
s_rb_13_N;-54.527961404
s_rb_13_O;-75.002386649
s_rb_13_F;-99.665136121
s_rb_13_Rb;-24.066317005
;
s_rb_14;-98.701800130
s_rb_14_H;-0.499946081761
s_rb_14_Rb;-24.066783489
;
s_rb_15;-1095.830004050
s_rb_15_H;-0.499946081761
s_rb_15_C;-37.788360797
s_rb_15_Cl;-459.703666155
s_rb_15_Rb;-24.066486752
;
s_rb_16;-255.724699660
s_rb_16_H;-0.499946081761
s_rb_16_C;-37.788334642
s_rb_16_Rb;-24.066405339
;
s_rb_17;-320.064565260
s_rb_17_H;-0.499946081761
s_rb_17_N;-54.527986395
s_rb_17_Rb;-24.066383626
;
s_rb_18;-192.676619330
s_rb_18_Rb;-24.066793942
;
s_rb_19;-63.889185900
s_rb_19_H;-0.499946081761
s_rb_19_C;-37.788341306
s_rb_19_Rb;-24.066426080
;
s_rb_20;-967.894743230
s_rb_20_Cl;-459.703762743
s_rb_20_Rb;-24.066585509
;
s_rb_21;-123.919544100
s_rb_21_F;-99.665219656
s_rb_21_Rb;-24.066447780
;
s_rb_22;-255.844090920
s_rb_22_H;-0.499946081761
s_rb_22_C_cation;-37.375904856
s_rb_22_C;-37.788252794
s_rb_22_Rb;-24.066150572
;
s_rb_23;-101.146098900
s_rb_23_H;-0.499946081761
s_rb_23_C_cation;-37.375942412
s_rb_23_C;-37.788321146
s_rb_23_Rb;-24.066363328
;
s_rb_24;-102.398557630
s_rb_24_H;-0.499946081761
s_rb_24_C_cation;-37.375937981
s_rb_24_C;-37.788313081
s_rb_24_Rb;-24.066338226
;
s_rb_25;-176.707950220
s_rb_25_H;-0.499946081761
s_rb_25_O;-75.002373320
s_rb_25_Rb;-24.066290766
;
s_rb_26;-224.729017930
s_rb_26_H;-0.499946081761
s_rb_26_F;-99.665144223
s_rb_26_Rb;-24.066329689
;
s_rb_27;-709.373353880
s_rb_27_H;-0.499946081761
s_rb_27_P_cation;-340.443465825
s_rb_27_P;-340.830019751
s_rb_27_Rb;-24.066381508
;
s_rb_28;-484.295035620
s_rb_28_H;-0.499946081761
s_rb_28_Cl_cation;-459.226856681
s_rb_28_Rb;-24.066566686
;
s_rb_29;-409.264493500
s_rb_29_H;-0.499946081761
s_rb_29_C_cation;-37.375894562
s_rb_29_C;-37.788234058
s_rb_29_Rb;-24.066092251
;
s_rb_30;-271.884581830
s_rb_30_H;-0.499946081761
s_rb_30_C_cation;-37.375905238
s_rb_30_C;-37.788253488
s_rb_30_N;-54.527899782
s_rb_30_Rb;-24.066152733
;
s_rb_31;-1619.826283260
s_rb_31_H;-0.499946081761
s_rb_31_S_cation;-397.293246311
s_rb_31_S;-397.672897728
s_rb_31_Rb;-24.066292716
;
s_sr_1;-1353.956061430
s_sr_1_H;-0.499946081761
s_sr_1_C;-37.788310812
s_sr_1_O;-75.002393840
s_sr_1_F;-99.665145164
s_sr_1_P;-340.829989568
s_sr_1_Cl_anion;-459.838506757
s_sr_1_Sr;-30.662903234
;
s_sr_2;-1354.143780300
s_sr_2_H;-0.499946081761
s_sr_2_C;-37.788309795
s_sr_2_O;-75.002392233
s_sr_2_F;-99.665143144
s_sr_2_P;-340.829987672
s_sr_2_Cl_anion;-459.838502309
s_sr_2_Sr;-30.662898825
;
s_sr_3;-1065.393404980
s_sr_3_H;-0.499946081761
s_sr_3_C;-37.788225341
s_sr_3_O_anion;-75.055607153
s_sr_3_O;-75.002258701
s_sr_3_Sr;-30.662532416
;
s_sr_4;-1410.360523070
s_sr_4_Cl_anion;-459.838654427
s_sr_4_Cl;-459.703616676
s_sr_4_Sr;-30.663049585
;
s_sr_5;-32.446986240
s_sr_5_H_anion;-0.513835210
s_sr_5_H;-0.499946081761
s_sr_5_Sr;-30.663364524
;
s_sr_6;-912.346842940
s_sr_6_H;-0.499946081761
s_sr_6_C;-37.788258430
s_sr_6_N;-54.527905552
s_sr_6_O;-75.002311018
s_sr_6_F;-99.665041015
s_sr_6_S;-397.672798936
s_sr_6_Sr;-30.662675974
;
s_sr_7;-324.526419530
s_sr_7_H;-0.499946081761
s_sr_7_C;-37.788295322
s_sr_7_N;-54.527948629
s_sr_7_O;-75.002369350
s_sr_7_Sr;-30.662836033
;
s_sr_8;-325.620507200
s_sr_8_H;-0.499946081761
s_sr_8_C;-37.788289567
s_sr_8_N;-54.527941908
s_sr_8_O;-75.002360250
s_sr_8_Sr;-30.662811063
;
s_sr_9;-500.746480840
s_sr_9_H;-0.499946081761
s_sr_9_C;-37.788313408
s_sr_9_N;-54.527969746
s_sr_9_O;-75.002397946
s_sr_9_Sr;-30.662914499
;
s_sr_10;-61.331476700
s_sr_10_Sr;-30.663465430
;
s_sr_11;-1900.908503730
s_sr_11_Cl;-459.703663378
s_sr_11_Sr;-30.663116143
;
s_sr_12;-921.949885320
s_sr_12_F;-99.665146323
s_sr_12_Sr;-30.662905762
;
s_sr_13;-127.510831090
s_sr_13_H;-0.499946081761
s_sr_13_Sr;-30.663410895
;
s_sr_14;-423.868588900
s_sr_14_O;-75.002425089
s_sr_14_Sr;-30.662988981
;
s_sr_15;-632.937794150
s_sr_15_H;-0.499946081761
s_sr_15_C;-37.788299063
s_sr_15_N;-54.527952997
s_sr_15_O;-75.002375265
s_sr_15_Sr;-30.662852264
;
s_sr_16;-1714.413773500
s_sr_16_S;-397.673095365
s_sr_16_Sr;-30.663197084
;
s_sr_17;-1063.485901340
s_sr_17_H;-0.499946081761
s_sr_17_N;-54.527947719
s_sr_17_Cl;-459.703464457
s_sr_17_Sr;-30.662832654
;
s_sr_18;-491.115050440
s_sr_18_H;-0.499946081761
s_sr_18_Cl;-459.703738834
s_sr_18_Sr;-30.663223678
;
s_sr_19;-494.517953280
s_sr_19_H;-0.499946081761
s_sr_19_C;-37.788228306
s_sr_19_Sr;-30.662545280
;
s_sr_20;-230.415528810
s_sr_20_F;-99.665151217
s_sr_20_Sr;-30.662916441
;
s_sr_21;-383.232639290
s_sr_21_H;-0.499946081761
s_sr_21_O;-75.002337816
s_sr_21_F;-99.665074713
s_sr_21_Sr;-30.662749505
;
s_sr_22;-71.078088670
s_sr_22_H;-0.499946081761
s_sr_22_C;-37.788339936
s_sr_22_Sr;-30.663029590
;
s_sr_23;-110.339939780
s_sr_23_H;-0.499946081761
s_sr_23_C;-37.788297630
s_sr_23_Sr;-30.662846045
;
s_sr_24;-162.426607290
s_sr_24_H;-0.499946081761
s_sr_24_N;-54.527948847
s_sr_24_O;-75.002369645
s_sr_24_Sr;-30.662836844
;
s_sr_25;-1017.725255290
s_sr_25_H;-0.499946081761
s_sr_25_C;-37.788214786
s_sr_25_N;-54.527854592
s_sr_25_Sr;-30.662486622
;
s_sr_26;-490.319668950
s_sr_26_Cl;-459.703775144
s_sr_26_Sr_cation;-30.453843874
;
s_sr_27;-223.770879640
s_sr_27_H;-0.499946081761
s_sr_27_C;-37.788261474
s_sr_27_Sr_cation;-30.453414256
;
s_sr_28;-130.333993540
s_sr_28_F;-99.665230426
s_sr_28_Sr_cation;-30.453707462
;
s_cs_1;-21.251281320
s_cs_1_H_anion;-0.513835210
s_cs_1_H;-0.499946081761
s_cs_1_Cs;-20.106647526
;
s_cs_2;-306.376511130
s_cs_2_H;-0.499946081761
s_cs_2_C;-37.788313783
s_cs_2_N;-54.527970184
s_cs_2_O_anion;-75.055953554
s_cs_2_O;-75.002398539
s_cs_2_Cs;-20.106202255
;
s_cs_3;-322.109254620
s_cs_3_H;-0.499946081761
s_cs_3_B;-24.601585648
s_cs_3_C_anion;-37.833168795
s_cs_3_C;-37.788302062
s_cs_3_N;-54.527956498
s_cs_3_Cs;-20.106159741
;
s_cs_4;-1893.178941210
s_cs_4_H;-0.499946081761
s_cs_4_C;-37.788234892
s_cs_4_N;-54.527878068
s_cs_4_O;-75.002273802
s_cs_4_S;-397.672740845
s_cs_4_Cs;-20.105916106
;
s_cs_5;-303.950279850
s_cs_5_C;-37.788301829
s_cs_5_O;-75.002379637
s_cs_5_Cs;-20.106158894
;
s_cs_6;-239.998925630
s_cs_6_F;-99.665202022
s_cs_6_Cs;-20.106295199
;
s_cs_7;-115.425587100
s_cs_7_O;-75.002477352
s_cs_7_Cs;-20.106383055
;
s_cs_8;-835.903841790
s_cs_8_S;-397.673093309
s_cs_8_Cs;-20.106434122
;
s_cs_9;-608.622841570
s_cs_9_H;-0.499946081761
s_cs_9_C;-37.788274758
s_cs_9_N;-54.527924617
s_cs_9_Cs;-20.106060704
;
s_cs_10;-689.080231820
s_cs_10_H;-0.499946081761
s_cs_10_C;-37.788300133
s_cs_10_N;-54.527954245
s_cs_10_O;-75.002376955
s_cs_10_F;-99.665123931
s_cs_10_Cs;-20.106152742
;
s_cs_11;-1079.995236850
s_cs_11_H;-0.499946081761
s_cs_11_C;-37.788352013
s_cs_11_Cl;-459.703639411
s_cs_11_Cs;-20.106340919
;
s_cs_12;-239.889870140
s_cs_12_H;-0.499946081761
s_cs_12_C;-37.788324298
s_cs_12_Cs;-20.106240395
;
s_cs_13;-304.224369970
s_cs_13_H;-0.499946081761
s_cs_13_N;-54.527975932
s_cs_13_Cs;-20.106220109
;
s_cs_14;-160.985805070
s_cs_14_Cs;-20.106703155
;
s_cs_15;-959.980412100
s_cs_15_Cl;-459.703742879
s_cs_15_Cs;-20.106464196
;
s_cs_16;-213.394348470
s_cs_16_H;-0.499946081761
s_cs_16_C;-37.788252451
s_cs_16_Cs;-20.105979793
;
s_cs_17;-119.967534860
s_cs_17_F;-99.665207085
s_cs_17_Cs;-20.106304437
;
s_cs_18;-372.596382260
s_cs_18_H;-0.499946081761
s_cs_18_B;-24.601579503
s_cs_18_C;-37.788292444
s_cs_18_N;-54.527945267
s_cs_18_O;-75.002364798
s_cs_18_Cs;-20.106124853
;
s_cs_19;-402.834819200
s_cs_19_H;-0.499946081761
s_cs_19_B;-24.601568179
s_cs_19_C;-37.788274716
s_cs_19_N;-54.527924568
s_cs_19_O;-75.002336769
s_cs_19_Cs;-20.106060554
;
s_cs_20;-97.194043950
s_cs_20_H;-0.499946081761
s_cs_20_C_cation;-37.375938730
s_cs_20_C;-37.788314444
s_cs_20_Cs;-20.106204653
;
s_cs_21;-98.446487460
s_cs_21_H;-0.499946081761
s_cs_21_C_cation;-37.375934379
s_cs_21_C;-37.788306525
s_cs_21_Cs;-20.106175929
;
s_cs_22;-480.344511640
s_cs_22_H;-0.499946081761
s_cs_22_Cl_cation;-459.226842984
s_cs_22_Cs;-20.106443721
;
s_cs_23;-405.312403380
s_cs_23_H;-0.499946081761
s_cs_23_C_cation;-37.375892969
s_cs_23_C;-37.788231158
s_cs_23_Cs;-20.105902563
;
s_cs_24;-267.931102410
s_cs_24_H;-0.499946081761
s_cs_24_C_cation;-37.375903074
s_cs_24_C;-37.788249550
s_cs_24_N;-54.527895183
s_cs_24_Cs;-20.105969270
;
s_cs_25;-1615.869965760
s_cs_25_H;-0.499946081761
s_cs_25_S_cation;-397.293239996
s_cs_25_S;-397.672888605
s_cs_25_Cs;-20.106133268
;
s_cs_26;-172.752150000
s_cs_26_H;-0.499946081761
s_cs_26_O;-75.002364859
s_cs_26_Cs;-20.106124993
;
s_cs_27;-220.774794190
s_cs_27_H;-0.499946081761
s_cs_27_F;-99.665134894
s_cs_27_Cs;-20.106172741
;
s_cs_28;-705.419540140
s_cs_28_H;-0.499946081761
s_cs_28_P_cation;-340.443458678
s_cs_28_P;-340.830007968
s_cs_28_Cs;-20.106227240
;
s_ba_1;-1060.136393420
s_ba_1_H;-0.499946081761
s_ba_1_C;-37.788218956
s_ba_1_O_anion;-75.055582145
s_ba_1_O;-75.002248605
s_ba_1_Ba;-25.403257699
;
s_ba_2;-1405.112139100
s_ba_2_Cl_anion;-459.838516522
s_ba_2_Cl;-459.703520773
s_ba_2_Ba;-25.403775285
;
s_ba_3;-27.191165500
s_ba_3_H_anion;-0.513835210
s_ba_3_H;-0.499946081761
s_ba_3_Ba;-25.403865456
;
s_ba_4;-1332.960433880
s_ba_4_H;-0.499946081761
s_ba_4_C;-37.788272225
s_ba_4_O;-75.002332830
s_ba_4_F;-99.665068444
s_ba_4_P;-340.829917563
s_ba_4_Cl_anion;-459.838337840
s_ba_4_Ba;-25.403550743
;
s_ba_5;-1333.102088730
s_ba_5_H;-0.499946081761
s_ba_5_C;-37.788271282
s_ba_5_O;-75.002331339
s_ba_5_F;-99.665066568
s_ba_5_P;-340.829915803
s_ba_5_Cl_anion;-459.838333711
s_ba_5_Ba;-25.403545554
;
s_ba_6;-50.813454760
s_ba_6_Ba;-25.403868091
;
s_ba_7;-1890.418360730
s_ba_7_Cl;-459.703536153
s_ba_7_Ba;-25.403803077
;
s_ba_8;-900.947246900
s_ba_8_F;-99.665080270
s_ba_8_Ba;-25.403583463
;
s_ba_9;-106.499823680
s_ba_9_H;-0.499946081761
s_ba_9_Ba;-25.403887355
;
s_ba_10;-611.955029480
s_ba_10_H;-0.499946081761
s_ba_10_C;-37.788262174
s_ba_10_N;-54.527909924
s_ba_10_O;-75.002316938
s_ba_10_Ba;-25.403495450
;
s_ba_11;-1693.443619570
s_ba_11_S;-397.672944272
s_ba_11_Ba;-25.403798816
;
s_ba_12;-377.982993860
s_ba_12_H;-0.499946081761
s_ba_12_O;-75.002305980
s_ba_12_F;-99.665034679
s_ba_12_Ba;-25.403457323
;
s_ba_13;-1058.236223220
s_ba_13_H;-0.499946081761
s_ba_13_N;-54.527918604
s_ba_13_Cl;-459.703388548
s_ba_13_Ba;-25.403536349
;
s_ba_14;-485.865091310
s_ba_14_H;-0.499946081761
s_ba_14_Cl;-459.703559933
s_ba_14_Ba;-25.403846049
;
s_ba_15;-225.170935080
s_ba_15_F;-99.665084717
s_ba_15_Ba;-25.403595769
;
s_ba_16;-225.178128400
s_ba_16_F;-99.665085008
s_ba_16_Ba;-25.403596572
;
s_ba_17;-26.571756940
s_ba_17_H;-0.499946081761
s_ba_17_Ba;-25.403921124
;
s_ba_18;-65.821929180
s_ba_18_H;-0.499946081761
s_ba_18_C;-37.788280565
s_ba_18_Ba;-25.403596622
;
s_ba_19;-105.083066970
s_ba_19_H;-0.499946081761
s_ba_19_C;-37.788254690
s_ba_19_Ba;-25.403454279
;
s_ba_20;-100.616431380
s_ba_20_O;-75.002354657
s_ba_20_Ba;-25.403626683
;
s_ba_21;-157.183420030
s_ba_21_H;-0.499946081761
s_ba_21_N;-54.527906867
s_ba_21_O;-75.002312799
s_ba_21_Ba;-25.403481049
;
s_ba_22;-1012.386067700
s_ba_22_H;-0.499946081761
s_ba_22_C;-37.788208312
s_ba_22_N;-54.527847032
s_ba_22_Ba;-25.403199141
;
s_ba_23;-907.095595350
s_ba_23_H;-0.499946081761
s_ba_23_C;-37.788244541
s_ba_23_N;-54.527889335
s_ba_23_O;-75.002289058
s_ba_23_F;-99.665013399
s_ba_23_S;-397.672764658
s_ba_23_Ba;-25.403398446
;
s_ba_24;-314.029773260
s_ba_24_H;-0.499946081761
s_ba_24_C;-37.788258924
s_ba_24_N;-54.527906128
s_ba_24_O;-75.002311799
s_ba_24_Ba;-25.403477569
;
s_ba_25;-485.096230520
s_ba_25_Cl;-459.703582181
s_ba_25_Ba_cation;-25.212527264
;
s_ba_26;-218.544653340
s_ba_26_H;-0.499946081761
s_ba_26_C;-37.788235393
s_ba_26_Ba_cation;-25.212126842
;
s_ba_27;-25.804907720
s_ba_27_H;-0.499946081761
s_ba_27_Ba_cation;-25.212614584
;
s_ba_28;-1692.932125290
s_ba_28_H;-0.499946081761
s_ba_28_C;-37.788276776
s_ba_28_O;-75.002340026
s_ba_28_F;-99.665077493
s_ba_28_P;-340.829926056
s_ba_28_Cl;-459.703410369
s_ba_28_Ba_cation;-25.212296242
s_ba_28_Ba;-25.403575780
;
s_ba_29;-1518.518993260
s_ba_29_H;-0.499946081761
s_ba_29_C;-37.788276719
s_ba_29_N;-54.527926907
s_ba_29_Si;-288.938691407
s_ba_29_S;-397.672844072
s_ba_29_Ba_cation;-25.212296006
s_ba_29_Ba;-25.403575464
;
plight_he_1;-55.999373320
plight_he_1_H;-0.499992715087
plight_he_1_He;-2.903342210
plight_he_1_B;-24.601542009
;
plight_he_2;-29.451405560
plight_he_2_H;-0.499992715087
plight_he_2_He;-2.903342210
plight_he_2_B;-24.601542089
;
plight_he_3;-234.807131730
plight_he_3_H;-0.499992715087
plight_he_3_He;-2.903342210
plight_he_3_C;-37.788211839
;
plight_he_4;-392.834183880
plight_he_4_H;-0.499992715087
plight_he_4_He;-2.903342210
plight_he_4_C;-37.788205892
;
plight_he_5;-82.547915160
plight_he_5_H;-0.499992715087
plight_he_5_He;-2.903342210
plight_he_5_B;-24.601541855
;
plight_he_6;-79.276923510
plight_he_6_H;-0.499992715087
plight_he_6_He;-2.903342210
plight_he_6_O;-75.002323306
;
plight_he_7;-388.223442430
plight_he_7_H;-0.499992715087
plight_he_7_He;-2.903342210
plight_he_7_C;-37.788211129
;
plight_he_8;-59.405943020
plight_he_8_H;-0.499992715087
plight_he_8_He;-2.903342210
plight_he_8_N;-54.527866246
;
plight_he_9;-42.324620810
plight_he_9_H;-0.499992715087
plight_he_9_He;-2.903342210
plight_he_9_C_cation;-37.375889402
;
plight_he_10;-2.978343020
plight_he_10_He;-2.903342210
;
plight_he_11;-58.272813530
plight_he_11_H;-0.499992715087
plight_he_11_He;-2.903342210
plight_he_11_N;-54.527877849
;
plight_b_1;-2275.317660770
plight_b_1_H;-0.499992715087
plight_b_1_B;-24.601560545
plight_b_1_N;-54.527897673
plight_b_1_Si;-288.938641796
plight_b_1_P;-340.829868635
plight_b_1_Cl_anion;-459.838205776
;
plight_b_2;-1864.140977580
plight_b_2_B;-24.601589741
plight_b_2_Cl_anion;-459.838405856
plight_b_2_Cl;-459.703441700
;
plight_b_3;-423.819329430
plight_b_3_H;-0.499992715087
plight_b_3_B;-24.601567450
plight_b_3_S_anion;-397.749730564
;
plight_b_4;-248.527849240
plight_b_4_H_anion;-0.515106530
plight_b_4_H;-0.499992715087
plight_b_4_B;-24.601543418
plight_b_4_N;-54.527866367
;
plight_b_5;-820.477093270
plight_b_5_B;-24.601577271
plight_b_5_S_anion;-397.749788540
plight_b_5_S;-397.672815010
;
plight_b_6;-837.623830480
plight_b_6_H;-0.499992715087
plight_b_6_B;-24.601546627
plight_b_6_C;-37.788220371
plight_b_6_N;-54.527872234
;
plight_b_7;-588.273491070
plight_b_7_H;-0.499992715087
plight_b_7_B;-24.601553982
plight_b_7_C;-37.788231884
plight_b_7_N;-54.527885677
plight_b_7_O;-75.002325047
plight_b_7_F;-99.665086795
;
plight_b_8;-103.850259020
plight_b_8_H;-0.499992715087
plight_b_8_B;-24.601542048
plight_b_8_C;-37.788213203
;
plight_b_9;-234.053407500
plight_b_9_H;-0.499992715087
plight_b_9_B;-24.601543454
plight_b_9_C;-37.788215403
plight_b_9_N;-54.527866433
;
plight_b_10;-148.469811300
plight_b_10_B;-24.601540791
;
plight_b_11;-249.016793560
plight_b_11_B;-24.601564387
plight_b_11_F;-99.665119183
;
plight_b_12;-408.728456550
plight_b_12_H;-0.499992715087
plight_b_12_B;-24.601550642
plight_b_12_C;-37.788226656
plight_b_12_F;-99.665076400
;
plight_b_13;-350.896358100
plight_b_13_H;-0.499992715087
plight_b_13_B;-24.601564982
plight_b_13_F;-99.665121033
;
plight_b_14;-837.359990220
plight_b_14_B;-24.601563430
plight_b_14_N;-54.527902947
plight_b_14_F;-99.665116204
;
plight_b_15;-823.673374530
plight_b_15_H;-0.499992715087
plight_b_15_B;-24.601549814
plight_b_15_C;-37.788225360
plight_b_15_O;-75.002314731
;
plight_b_16;-775.095585760
plight_b_16_H;-0.499992715087
plight_b_16_B;-24.601540836
plight_b_16_C;-37.788211306
plight_b_16_N;-54.527861649
;
plight_b_17;-2378.998370500
plight_b_17_H;-0.499992715087
plight_b_17_B;-24.601579700
plight_b_17_N;-54.527932685
plight_b_17_Cl;-459.703393846
;
plight_b_18;-102.623185140
plight_b_18_H;-0.499992715087
plight_b_18_B;-24.601545089
plight_b_18_C;-37.788217963
;
plight_b_19;-533.350270250
plight_b_19_H;-0.499992715087
plight_b_19_B;-24.601559054
plight_b_19_C;-37.788239824
plight_b_19_N;-54.527894948
plight_b_19_O;-75.002337601
plight_b_19_F;-99.665102583
;
plight_b_20;-498.636330970
plight_b_20_H;-0.499992715087
plight_b_20_B;-24.601555573
plight_b_20_C;-37.788234374
plight_b_20_N;-54.527888584
plight_b_20_F;-99.665091746
;
plight_b_21;-225.939743780
plight_b_21_H;-0.499992715087
plight_b_21_B;-24.601562684
plight_b_21_F;-99.665113880
;
plight_b_22;-135.975951550
plight_b_22_H;-0.499992715087
plight_b_22_B;-24.601542976
plight_b_22_N;-54.527865560
;
plight_b_23;-139.791435040
plight_b_23_H;-0.499992715087
plight_b_23_B;-24.601547988
plight_b_23_C;-37.788222502
plight_b_23_O;-75.002310212
;
plight_b_24;-1058.212411890
plight_b_24_H;-0.499992715087
plight_b_24_B;-24.601570496
plight_b_24_C;-37.788257736
plight_b_24_O;-75.002365922
plight_b_24_Cl;-459.703349983
;
plight_b_25;-377.220027750
plight_b_25_H;-0.499992715087
plight_b_25_B;-24.601536157
plight_b_25_N;-54.527853096
;
plight_b_26;-252.278644500
plight_b_26_H;-0.499992715087
plight_b_26_B;-24.601557796
plight_b_26_O;-75.002334487
;
plight_b_27;-301.976209700
plight_b_27_H;-0.499992715087
plight_b_27_B;-24.601557915
plight_b_27_O;-75.002334783
;
plight_b_28;-659.642390250
plight_b_28_H;-0.499992715087
plight_b_28_B;-24.601540717
plight_b_28_C;-37.788211119
plight_b_28_N;-54.527861431
;
plight_b_29;-67.004745030
plight_b_29_H;-0.499992715087
plight_b_29_B;-24.601538275
plight_b_29_C;-37.788207297
;
plight_b_30;-841.288674260
plight_b_30_H;-0.499992715087
plight_b_30_B;-24.601558201
plight_b_30_C;-37.788238489
plight_b_30_N;-54.527893390
plight_b_30_O;-75.002335491
plight_b_30_F;-99.665099929
plight_b_30_S;-397.672741337
;
plight_b_31;-510.396703100
plight_b_31_H;-0.499992715087
plight_b_31_B;-24.601556615
plight_b_31_N;-54.527890490
plight_b_31_O;-75.002331564
plight_b_31_F;-99.665094991
;
plight_b_32;-80.691786070
plight_b_32_H;-0.499992715087
plight_b_32_B;-24.601547342
plight_b_32_N;-54.527873540
;
plight_b_33;-866.691004570
plight_b_33_H;-0.499992715087
plight_b_33_B;-24.601543195
plight_b_33_C;-37.788214999
plight_b_33_O;-75.002298349
;
plight_b_34;-25.571869880
plight_b_34_H;-0.499992715087
plight_b_34_B_cation;-24.298297110
;
plight_b_35;-104.202279210
plight_b_35_H;-0.499992715087
plight_b_35_B_cation;-24.298297110
plight_b_35_C;-37.788213285
;
plight_b_36;-1011.515945480
plight_b_36_H;-0.499992715087
plight_b_36_B_cation;-24.298297110
plight_b_36_C;-37.788210361
plight_b_36_N;-54.527860546
;
plight_b_37;-203.461389950
plight_b_37_H;-0.499992715087
plight_b_37_B_cation;-24.298297110
plight_b_37_B;-24.601548329
plight_b_37_C;-37.788223035
plight_b_37_O;-75.002311055
;
plight_f_1;-575.027767760
plight_f_1_C;-37.788250987
plight_f_1_F_anion;-99.791169857
plight_f_1_F;-99.665124777
;
plight_f_2;-525.878774980
plight_f_2_C;-37.788244857
plight_f_2_O;-75.002345559
plight_f_2_F_anion;-99.791142360
plight_f_2_F;-99.665112589
;
plight_f_3;-379.103816090
plight_f_3_H;-0.499992715087
plight_f_3_B;-24.601554435
plight_f_3_C;-37.788232593
plight_f_3_F_anion;-99.791087346
plight_f_3_F;-99.665088205
;
plight_f_4;-206.165534200
plight_f_4_H;-0.499992715087
plight_f_4_B;-24.601546784
plight_f_4_F_anion;-99.791033624
;
plight_f_5;-7878.708609660
plight_f_5_F_anion;-99.791217101
plight_f_5_F;-99.665145717
plight_f_5_Si;-288.938665513
;
plight_f_6;-1034.606549300
plight_f_6_H;-0.499992715087
plight_f_6_C;-37.788229082
plight_f_6_F;-99.665081224
;
plight_f_7;-837.359990220
plight_f_7_B;-24.601563430
plight_f_7_N;-54.527902947
plight_f_7_F;-99.665116204
;
plight_f_8;-533.350270250
plight_f_8_H;-0.499992715087
plight_f_8_B;-24.601559054
plight_f_8_C;-37.788239824
plight_f_8_N;-54.527894948
plight_f_8_O;-75.002337601
plight_f_8_F;-99.665102583
;
plight_f_9;-220.461025360
plight_f_9_H;-0.499992715087
plight_f_9_B;-24.601554141
plight_f_9_C;-37.788232133
plight_f_9_N;-54.527885967
plight_f_9_F;-99.665087290
;
plight_f_10;-377.461391490
plight_f_10_H;-0.499992715087
plight_f_10_B;-24.601561739
plight_f_10_F;-99.665110940
;
plight_f_11;-276.839347150
plight_f_11_H;-0.499992715087
plight_f_11_C;-37.788242346
plight_f_11_F;-99.665107597
;
plight_f_12;-796.044738500
plight_f_12_H;-0.499992715087
plight_f_12_C;-37.788237047
plight_f_12_N;-54.527891705
plight_f_12_O;-75.002333210
plight_f_12_F;-99.665097060
;
plight_f_13;-1058.847899800
plight_f_13_H;-0.499992715087
plight_f_13_C;-37.788232843
plight_f_13_F;-99.665088702
;
plight_f_14;-669.117072540
plight_f_14_H;-0.499992715087
plight_f_14_C;-37.788235178
plight_f_14_F;-99.665093344
;
plight_f_15;-559.468337220
plight_f_15_F;-99.665165937
plight_f_15_Cl;-459.703392458
;
plight_f_16;-691.902608410
plight_f_16_H;-0.499992715087
