System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
plight_cl_28;-1715.070830340000;-1716.805510237000;-1716.322974628000;-1716.718142006000;-1716.830426979000;-1716.789488809000;-1716.210389551000;-1716.755615024700;-1716.758384560000;-1716.706024289000
plight_cl_29;-3156.249422670000;-3159.288207376000;-3158.422053123000;-3159.125454358000;-3159.339910189000;-3159.263460187000;-3158.214776560000;-3159.192643431200;-3159.200328090000;-3159.112294746000
plight_cl_30;-1208.678404900000;-1209.976000339000;-1209.611750926000;-1209.906745217000;-1209.989627612000;-1209.945376878000;-1209.520894502000;-1209.940880034100;-1209.942636480000;-1209.894809163000
plight_cl_31;-1974.972337560000;-1977.503418609000;-1976.796765017000;-1977.463089669000;-1977.563763124000;-1977.499077394000;-1976.579200874000;-1977.447067716600;-1977.423442430000;-1977.357938340000
plight_cl_32;-537.920549890000;-538.461623792800;-538.284384445700;-538.434057588100;-538.476302778300;-538.450904066500;-538.240486396300;-538.445282971800;-538.442542270000;-538.415513487900
plight_cl_33;-460.594079210000;-461.021997631000;-460.902357051900;-461.004422801200;-461.032655061900;-461.022585667600;-460.866011915400;-460.996173302700;-461.016572650000;-460.993826409000
plight_cl_34;-760.988469460000;-761.725203998300;-761.380136439700;-761.659708256400;-761.685614101600;-761.689238299600;-761.395083249400;-761.689244273000;-761.696323600000;-761.556102246000
plight_cl_35;-955.392958250000;-956.531688034400;-956.032391857400;-956.451550897900;-956.533859511300;-956.454052346900;-955.983940614500;-956.491749726400;-956.489974680000;-956.374230042100
plight_cl_36;-1776.726088550000;-1778.468960783000;-1777.975051609000;-1778.375002506000;-1778.493793536000;-1778.450576848000;-1777.859450890000;-1778.423193288400;-1778.419406260000;-1778.358228395000
plight_ar_1;-1247.426036580000;-1248.576784816000;-1248.159438311000;-1248.499476179000;-1248.616130679000;-1248.531782932000;-1248.058716650000;-1248.541129561200;-1248.550906580000;-1248.474950779000
plight_ar_2;-720.334115860000;-721.048796222300;-720.768617159300;-720.999085277700;-721.072287790200;-721.011887739200;-720.710432473400;-721.027746969800;-721.020314170000;-720.971066724500
plight_ar_3;-606.735838320000;-607.286559130100;-607.098841986200;-607.299624790100;-607.343611570200;-607.287691104400;-607.018856866600;-607.266035926900;-607.266646480000;-607.252230951800
plight_ar_4;-633.284229880000;-633.873167960800;-633.668557204500;-633.899979218100;-633.943122793400;-633.877318963700;-633.576006665500;-633.850824844100;-633.854319550000;-633.835315054600
plight_ar_5;-758.993413440000;-759.766443095400;-759.457612482000;-759.716254312000;-759.787064346400;-759.725444631900;-759.393492668300;-759.739011992700;-759.737410790000;-759.685258046700
plight_ar_6;-726.480699150000;-727.084476958700;-726.805814763100;-727.039680830300;-727.074509694700;-727.043772559500;-726.779580997200;-727.069358271100;-727.063610960000;-727.014580120000
plight_ar_7;-1447.841778110000;-1449.136193198000;-1448.751987483000;-1449.068560832000;-1449.173403427000;-1449.121149552000;-1448.636439706000;-1449.093067918600;-1449.093201110000;-1449.060368704000
plight_ar_8;-912.410160270000;-913.416832415300;-912.990438601600;-913.343254844300;-913.434650499600;-913.349509427800;-912.916501149400;-913.379552516700;-913.381064360000;-913.295710457900
plight_ar_9;-3427.296255210000;-3431.848697575000;-3430.809273412000;-3431.767847916000;-3431.876324895000;-3431.857656580000;-3430.494058302000;-3431.706299872700;-3431.910160420000;-3431.690387692000
plight_ar_10;-580.186196610000;-580.698541956200;-580.527851706100;-580.698616995600;-580.741760849400;-580.696853008300;-580.460325232000;-580.678912027700;-580.681756560000;-580.667865013100
plight_ar_11;-553.637293400000;-554.111419204200;-553.957668389300;-554.097973117600;-554.141068010200;-554.106724167900;-553.902673951700;-554.093936606800;-554.097808110000;-554.084206782300
plight_ar_12;-605.560908260000;-606.097139885600;-605.907653438200;-606.073389798600;-606.120665687900;-606.084339728300;-605.854601836900;-606.080420642700;-606.072196980000;-606.057724469200
plight_ar_13;-764.619542050000;-765.289346516100;-764.969113547800;-765.227896444600;-765.279049872000;-765.229713612500;-764.935247979500;-765.268757980600;-765.257731420000;-765.194476233100
plight_ar_14;-642.645650250000;-643.258246470000;-643.027578118400;-643.213593889300;-643.275543519300;-643.225065445000;-642.972438801300;-643.228487817700;-643.236915440000;-643.196412704300
plight_ar_15;-626.252841530000;-626.779447623600;-626.571408993500;-626.742462183400;-626.777887916400;-626.754883320800;-626.545582711000;-626.753754934000;-626.910768640000;-626.721569153700
plight_ar_16;-527.236963420000;-527.672047466300;-527.539049679400;-527.647487709000;-527.687247885300;-527.667732987000;-527.498249375000;-527.662368670000;-527.656759510000;-527.644427875300
plight_ar_17;-602.203055260000;-602.724393170300;-602.532216835600;-602.688540828000;-602.732240975900;-602.700277074500;-602.502309984100;-602.728774331000;-602.918515760000;-602.658345780300
plight_ar_18;-864.098263540000;-864.858018607600;-864.473744559800;-864.783800390500;-864.835757182000;-864.790482955700;-864.443395081800;-864.822111044500;-864.831541020000;-864.740769256800
plight_ar_19;-566.534982260000;-567.021937742100;-566.861932464400;-567.000752703800;-567.041309776400;-567.015953638400;-566.814139377900;-566.997116816800;-567.061988260000;-566.989516785600
plight_ar_20;-603.736396900000;-604.236603384900;-604.051926823800;-604.208528940700;-604.250751044500;-604.222268763700;-604.006938260800;-604.206993592400;-604.217835560000;-604.194025832800
plight_ar_21;-583.931464440000;-584.417354951300;-584.251121485600;-584.395629995300;-584.435632555800;-584.411903915500;-584.201438020100;-584.389631616400;-584.395340920000;-584.381922154100
pheavy_ga_1;-3736.823890310000;-7071.589544976000;-7070.400359932000;-7071.469274246000;-7071.887819003000;-7071.729451685000;-7070.070154176000;-7071.414559490200;-7071.421856590000;-7071.513153937000
pheavy_ga_2;-1178.665962810000;-2845.392773869000;-2844.986195222000;-2845.378009967000;-2845.517951933000;-2845.468783959000;-2844.883113362000;-2845.327478492400;-2845.326630470000;-2845.388908935000
pheavy_ga_3;-658.382966930000;-2324.570774050000;-2324.133102591000;-2324.562675543000;-2324.657958020000;-2324.597857920000;-2324.104960260000;-2324.517617997100;-2324.511579920000;-2324.512644458000
pheavy_ga_4;-2285.538533590000;-10615.752984160001;-10614.515629310001;-10615.848702230000;-10616.300130230000;-10616.152177759999;-10614.294665380001;-10615.487644542000;-10615.497549930000;-10615.836697889999
pheavy_ga_5;-2367.284709010000;-9032.069643122000;-9030.873712437000;-9032.123102117999;-9032.495863321999;-9032.370703741000;-9030.679422234000;-9031.876026766200;-9031.854425519999;-9032.083755496000
pheavy_ga_6;-2266.955543700000;-8931.663084170999;-8930.528994992999;-8931.723790044000;-8932.089776229001;-8931.975078261001;-8930.326045862999;-8931.454307094400;-8931.450550390000;-8931.680968224000
pheavy_ga_7;-1864.390806600000;-3531.863100279000;-3531.157844646000;-3531.777646003000;-3531.997299630000;-3531.892055123000;-3531.002787396000;-3531.767264581200;-3531.770966850000;-3531.763556596000
pheavy_ga_8;-3406.079653580000;-8406.617809191999;-8405.434989773001;-8406.616749289000;-8406.985651589001;-8406.902552617999;-8405.109027095999;-8406.394429043399;-8406.411939490001;-8406.639494759000
pheavy_ga_9;-1253.592732310000;-4586.177792752000;-4585.407693874000;-4586.223001006000;-4586.453160957000;-4586.314830338000;-4585.245371372000;-4586.106469544400;-4586.040851490000;-4586.107987786000
pheavy_ga_10;-3091.089390470000;-9757.001478033000;-9755.857055486000;-9757.118102864000;-9757.462211923999;-9757.428423617001;-9755.524056341001;-9756.769152796500;-9756.751366750001;-9757.123886302999
pheavy_ga_11;-1259.478459080000;-7923.142073402000;-7922.410949337000;-7923.266193687000;-7923.577063430000;-7923.507665652000;-7922.272483852000;-7922.953984681500;-7922.912493270000;-7923.284835577000
pheavy_ga_12;-400.338732000000;-2066.314427854000;-2066.082868430000;-2066.357907899000;-2066.425289564000;-2066.406273555000;-2066.036199120000;-2066.268324760900;-2066.262583630000;-2066.339406417000
pheavy_ga_13;-3015.956499370000;-19294.358783660002;-19293.160635069999;-19294.638134640001;-19295.729437189999;-19295.331385879999;-19292.564628600001;-19293.964862491099;-19293.972400890001;-19294.911775109998
pheavy_ga_14;-1439.930330900000;-4772.502686606000;-4771.965641493000;-4772.533510638000;-4772.748297450000;-4772.694777431000;-4771.813384740000;-4772.383706880100;-4772.392986780000;-4772.561434573000
pheavy_ga_15;-678.519382600000;-4010.410109209000;-4010.043734892000;-4010.505074509000;-4010.661354559000;-4010.624015524000;-4009.934514159000;-4010.313961266800;-4010.308817510000;-4010.496908967000
pheavy_ga_16;-2291.032294050000;-5636.110503607000;-5636.020668962000;-5636.300910261000;-5635.977449666000;-5637.108330665000;-5635.791532189000;-5635.994861756500;-5636.024004150000;-5636.493118351000
pheavy_ga_17;-678.519384650000;-4010.410110637000;-4010.043736126000;-4010.505074410000;-4010.661353500000;-4010.624016247000;-4009.934514843000;-4010.313962981200;-4010.308817690000;-4010.496908990000
pheavy_ga_18;-1208.172364670000;-4540.628095225000;-4539.842158292000;-4540.650246095000;-4540.869423492000;-4540.729813782000;-4539.740652400000;-4540.537501988000;-4540.500485850000;-4540.532816844000
pheavy_ga_19;-944.641752410000;-5942.392881999000;-5941.828632471000;-5942.479949481000;-5942.723709542000;-5942.656403490000;-5941.714405605000;-5942.268090196300;-5942.252691100000;-5942.484387044000
pheavy_ga_20;-1486.887335080000;-8150.767575430000;-8149.808720643000;-8150.829525717000;-8151.163556808000;-8151.060118816000;-8149.727446762000;-8150.568799109200;-8150.584812220000;-8150.812218965000
pheavy_ga_21;-5134.216181890000;-15133.244593250000;-15131.336329300000;-15133.248367610000;-15133.943688230000;-15133.770450970000;-15130.850088470001;-15132.889999973400;-15132.881171920000;-15133.345531990000
pheavy_ga_22;-1057.894139930000;-2724.742627581000;-2723.972563999000;-2724.669358091000;-2724.821469793000;-2724.697171351000;-2723.944196636000;-2724.670834303800;-2724.662395600000;-2724.559605249000
pheavy_ga_23;-1694.591292960000;-3361.811812132000;-3361.244872141000;-3361.774088567000;-3361.943305556000;-3361.885881996000;-3361.119020540000;-3361.728497698800;-3361.730261370000;-3361.761902434000
pheavy_ga_24;-2102.810001720000;-3770.542655986000;-3769.693034698000;-3770.458190305000;-3770.705051764000;-3770.562487403000;-3769.497725908000;-3770.430443551100;-3770.434158040000;-3770.403139957000
pheavy_ga_25;-614.985065720000;-2281.147358148000;-2280.748000675000;-2281.148760919000;-2281.243018607000;-2281.189853528000;-2280.712185739000;-2281.095001909300;-2281.086718180000;-2281.103718063000
pheavy_ga_26;-301.159413300000;-1967.044945273000;-1966.890008737000;-1967.104649995000;-1967.167216202000;-1967.159387391000;-1966.838676766000;-1967.003304400500;-1966.995132740000;-1967.099589960000
pheavy_ga_27;-603.436177640000;-2269.692254571000;-2269.460975506000;-2269.738810140000;-2269.811254381000;-2269.808958826000;-2269.387822231000;-2269.631050085800;-2269.637516100000;-2269.735082471000
pheavy_ga_28;-486.346608130000;-2152.420355860000;-2152.099879279000;-2152.427247327000;-2152.520453514000;-2152.474214222000;-2152.071966036000;-2152.378604569700;-2152.364793760000;-2152.395988906000
pheavy_ga_29;-1496.148006910000;-8160.067163153000;-8159.146069386000;-8160.168691667000;-8160.521789362000;-8160.390066972000;-8158.986113506000;-8159.872411043700;-8159.869816280000;-8160.134067291000
pheavy_ga_30;-1321.250480250000;-7984.999520953000;-7984.195054966000;-7985.110374649000;-7985.428200722000;-7985.332421736000;-7984.049061616000;-7984.819628033600;-7984.813717610000;-7985.105436839000
pheavy_ga_31;-1321.231030360000;-7984.981747791000;-7984.171657585000;-7985.088146597000;-7985.411580443000;-7985.313934192000;-7984.029612856000;-7984.818352886200;-7984.799702990000;-7985.090062007000
pheavy_ga_32;-2266.324228760000;-8931.033863457000;-8929.905021091001;-8931.086153226001;-8931.464491049001;-8931.342126348000;-8929.706170195001;-8930.834112994800;-8930.818891460000;-8931.073717296000
pheavy_ga_33;-458.216794780000;-2124.248677398000;-2123.955298875000;-2124.257933645000;-2124.337233745000;-2124.306152663000;-2123.928559519000;-2124.193635062700;-2124.196746180000;-2124.239810083000
pheavy_ga_34;-259.807813040000;-1925.661730961000;-1925.517778268000;-1925.703487619000;-1925.770821717000;-1925.757315075000;-1925.479184639000;-1925.629832092700;-1925.617698420000;-1925.709620745000
pheavy_ga_35;-338.385246430000;-2004.339180523000;-2004.149653113000;-2004.381806577000;-2004.460321610000;-2004.436750019000;-2004.099442161000;-2004.283625380000;-2004.289163100000;-2004.374974335000
pheavy_ge_1;-824.241311780000;-4390.317195563000;-4389.886465158000;-4390.386834258000;-4390.596431180000;-4390.522257729000;-4389.748978339000;-4390.265053870300;-4390.215827440000;-4390.387786442000
pheavy_ge_2;-1178.004644420000;-8309.529933962000;-8308.978204479999;-8309.686784594000;-8310.044960777999;-8309.981712284000;-8308.785524524999;-8309.354560586800;-8309.388143880000;-8309.782977524001
pheavy_ge_3;-593.617038880000;-2376.756323811000;-2376.389210792000;-2376.762378369000;-2376.860536182000;-2376.807316029000;-2376.353743218000;-2376.698121761400;-2376.704622130000;-2376.726801752000
pheavy_ge_4;-374.362820000000;-2157.336259506000;-2157.153224404000;-2157.389837262000;-2157.480040328000;-2157.453054021000;-2157.088859321000;-2157.305324746700;-2157.287550700000;-2157.382777924000
pheavy_ge_5;-1771.662044760000;-3565.681771812000;-3565.708107276000;-3565.825409522000;-3565.519030056000;-3566.464985367000;-3565.535499472000;-3565.618839929000;-3565.635415140000;-3565.976127035000
pheavy_ge_6;-1462.166786540000;-8594.029946569000;-8593.236807306001;-8594.159828800999;-8594.529412414000;-8594.415716908999;-8593.055052307000;-8593.863608363101;-8593.849705490000;-8594.177618603000
pheavy_ge_7;-803.066773100000;-2586.448637951000;-2585.936888813000;-2586.431626926000;-2586.566428158000;-2586.479481814000;-2585.886910492000;-2586.374869684400;-2586.379195130000;-2586.362675707000
pheavy_ge_8;-589.222398910000;-4154.975558069000;-4154.698590056000;-4155.068949166000;-4155.231069097000;-4155.205042112000;-4154.608163175000;-4154.894989857500;-4154.907503520000;-4155.107604030000
pheavy_ge_9;-667.707628430000;-4233.566621710000;-4233.237985625000;-4233.654563533000;-4233.829995930000;-4233.792913967000;-4233.133229761000;-4233.478721518400;-4233.479894010000;-4233.682073915000
pheavy_ge_10;-1041.720111900000;-4607.944775643000;-4607.299462732000;-4607.944059954000;-4608.190899793000;-4608.068933125000;-4607.217005925000;-4607.817323233500;-4607.836509910000;-4607.900400030000
